"fid","name","gender","lifespan","age_at_death","birth","place_birth_lat","place_birth_lon","place_birth","death","place_death_lat","place_death_lon","place_death","count_memories","count_stories","count_photos","count_sources","count_parents","count_siblings","count_spouses","count_children"
"2736-LNS","Roderick MacLeod 7th of Lewes","Male","1420–1598",178,"+1420","58.2698","-6.6822","Isle of Lewis, Ross-shire, Scotland","+1598","56.63333","-6.08333","Blooy Bay, Tobermory, Argyll, Scotland",1,0,1,3,2,4,2,7
"2738-314","Margaret Jernegan","Female","about 1300–1387",87,"+1300","52.515","1.6614","Somerleyton, Suffolk, England","+1387","48.0444","-1.4603","Saint-Aubin-du-Pavail, Ille-et-Vilaine, Bretagne, France",0,0,0,1,2,2,1,5
"2738-3BY","Paulin Peyvre 2nd Baron Peyvre","Male","1289–8 December 1323",34,"+1289","51.9486","-0.5325","Toddington, Bedfordshire, England, United Kingdom","+1323-12-08","51.9486","-0.5325","Toddington, Bedfordshire, England, United Kingdom",1,0,1,2,2,0,1,1
"273M-XKX","Marguerite de Valois","Female","1295–July 1342",47,"+1295","48.2844","2.7144","Fontainebleau, Seine-et-Marne, Ile-de-France, France.","+1342-07","48.6599","2.8819","Fontainebleau, Seine-et-Marne, Île-de-France, France",2,0,2,1,2,5,1,4
"273W-G2X","Pain de Turberville","Male","Abt 1265–18 January 1318",53,"+1265","51.49906","-3.57673","Coity, Glamorgan, Wales","+1318-01-18","51.49906","-3.57673","Coity Castle, Coity, Glamorgan, Wales",4,0,4,7,2,1,1,5
"273X-P4D","Sir John Barlow","Male","1330–1388",58,"+1330","53.5","-2.21666","Barlow by Manchester, Lancashire, England","+1388","53.95878","-1.08248","Yorkshire, England",0,0,0,2,2,1,1,3
"273X-PZ1","Ann Langford","Female","1350–1392",42,"+1350","53.5","-2.21666","Barlow by Manchester, Lancashire, England","+1392","53.95878","-1.08248","Westridge, Yorkshire, England",0,0,0,2,2,0,1,3
"2776-S7R","Adelheid von Everstein","Female","um 1315–29 September 1373",58,"+1315","51.89277","9.39627","Polle, Holzminden, Niedersachsen, Deutschland","+1373-09-29","52.5","9","Hannover, Preußen, Deutschland",0,0,0,1,2,0,1,10
"277D-25F","Sir Thomas Sheffield","Male","1295–1348",53,"+1295","53.4119","-1.5193","Wadsley, Yorkshire, England","+1348",NA,NA,NA,0,0,0,0,1,1,1,5
"277F-SR2","Nicholas Belhouse","Male","before 1306–",NA,NA,"51.5006","0.2528","Aveley, Essex, England",NA,NA,NA,NA,0,0,0,0,2,2,2,1
"27C2-YFT","Maud of Lancaster Countess of Ulster","Female","about 1310–5 May 1377",67,"+1310","54.0474","-2.8016","Lancaster, Lancashire, England","+1377-05-05","52.246","1.4091","Abbey of the Poor Clares, Bruisyard, Suffolk, England",8,1,7,6,2,6,2,4
"27CH-GKD","Hwfa ab Iorwerth","Male","about 1230–",NA,"+1230","53.05","-3","of Hafod-y-wern, Wrecsam, Denbighshire, Wales",NA,"53.1847","-3.4228","Llwyn-On, Denbigh, Wales",0,0,1,0,2,0,2,7
"27G1-NCN","Alice de Hills","Female","1280–1314",34,"+1280","51.83531","-1.56556","Langley Manor, Under Wychwood, Oxfordshire, England","+1314",NA,NA,NA,0,0,0,0,0,0,1,1
"27GZ-1BZ","Ralph Stafford","Male","1355–1 March 1410",55,"+1355","52.8703","-2.19713","Chebsey, Staffordshire, England","+1410-03-01","52.3368","-2.0585","Bromsgrove, Worcestershire, England",7,1,4,4,2,0,2,1
"27H1-MPC","John Dennis","Male","Cir 1319–Cir 1368",49,"+1319","50.73646","-3.71887","Devon, England","+1368","50.73646","-3.71887","Devon, England",2,0,2,3,2,2,2,2
"27H1-Q8G","John de Chidiock","Male","1280–before 17 April 1334",54,"+1280",NA,NA,"Chidiock, Dorsetshire, England",NA,"50.766","-2.14508","Dorset, England",0,0,0,1,2,1,1,1
"27PS-ZN1","Christiana de Birtles","Female","1265–1334",69,"+1265","53.18333","-2.55","Over, Cheshire, England,","+1334","53.18268","-2.53046","Cheshire, England",1,1,0,6,2,0,1,10
"27S1-6XD","Isabella Clifford","Female","1340–18 August 1393",53,"+1340","52.13436","-2.74917","Herefordshire, England","+1393-08-18","54.76426","-1.57104","Witton Castle, Durham, England",1,0,1,1,2,6,1,3
"27S6-L1K","Margaret Ann Dymoke","Female","1405–20 June 1463",58,"+1405","53.18333","-0.1","Scrivelsby, Lincolnshire, England","+1463-06-20","53.2316","-0.5394","Lincoln, Lincolnshire, England",0,0,0,3,2,5,2,11
"27S8-VB4","Sir Geoffrey de Staunton","Male","1302–13 October 1369",67,"+1302","52.98949","-0.79817","Staunton, Nottinghamshire, England, United Kingdom","+1369-10-13","52.98949","-0.79817","Staunton, Nottinghamshire, England, United Kingdom",4,1,4,8,2,7,2,10
"27SB-KNC","Herzog Heinrich Zelazny von Schlesien ,Herzog von Schlesien-Sagan und Schlesien-Glogau","Male","1319–8 APR 1369",50,"+1319","51.71159","19.6726","Zielona Góra, Lodzkie, Poland","+1369-04-08","51.6187","16.5345","Góra, Dolnoslaskie, Poland",5,0,5,5,2,3,1,8
"27SB-KNJ","Herzog Ruprecht von Schlesien ,Herzog von Schlesien-Liegnitz","Male","27 MAR 1347–12 JAN 1409",61,"+1347-03-27","51.1102","17.0318","Wroclaw, Dolnoslaskie, Poland","+1409-01-12","51.1102","17.0318","Wroclaw, Dolnoslaskie, Poland",2,0,2,2,2,4,1,2
"27SB-RMR","Janet Maxwell","Female","1377–24 July 1411",34,"+1377","55.85","-4.3","Pollok, Strathclyde, Scotland","+1411-07-24","57.25","-2.45","Harlaw, Aberdeenshire, Scotland",0,0,0,0,2,6,2,2
"27SS-69Y","Henry Moyne I","Male","about 1352–1376",24,"+1352","51.28114","-0.40057","Surrey, England","+1376","51.28114","-0.40057","Surrey, England",0,0,0,0,2,2,1,1
"27SX-WVW","Thomas","Male","about 1390–",NA,"+1390","51.60639","-3.23028","Llanbradach, Eglwysilan, Glamorganshire, Wales",NA,NA,NA,NA,0,0,0,0,0,0,2,14
"27VG-ZNP","Margaret de Clifton","Female","about 1350–1425",75,"+1350","52.23342","-2.21245","Worcestershire, England","+1425",NA,NA,NA,0,0,0,0,0,0,1,4
"27VG-ZQC","Sir William de Wysham","Male","–",NA,NA,"52.23342","-2.21245","Worcestershire, England",NA,NA,NA,NA,0,0,0,1,2,1,1,4
"2993-S8G","Isabelle de Rixton","Female","1360–after 1386",27,"+1360","53.4146","-2.4608","Rixton with Glazebrook, Lancashire, England","+1386","53.7891","-2.2417","Burnley, Lancashire, England",4,0,4,6,2,0,1,3
"29B8-CLN","Ralph de Wilbraham","Male","Abt 1340–Abt 1388",48,"+1340","53.16841","-2.2342","Radnor, Cheshire, England","+1388","53.16841","-2.2342","Radnor, Cheshire, England, United Kingdom",0,0,0,2,2,2,2,5
"29CP-4PS","Alice Drakelowe","Female","1312–1420",108,"+1312","53.95878","-1.08248","Yorkshire, England","+1420","52.35","-0.85","Northampton, England",0,0,0,0,0,0,1,1
"29HZ-VL7","Alice Fauntleroy","Female","from 9 January 1349 to 8 January 1350–1370",21,"+1349-01-09","52.64306","-2.71362","Shropshire, England, United Kingdom","+1370",NA,NA,NA,0,0,0,1,0,0,1,1
"29MT-6ZL","Agnes Pryde","Female","about 1350–",NA,"+1350","53.0804","-1.2454","Annesley, Nottinghamshire, England, United Kingdom",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"29MT-DZ3","John Samon","Male","about 1346–about 1372",26,"+1346","53.0804","-1.2454","Annesley, Nottinghamshire, England, United Kingdom","+1372",NA,NA,NA,0,0,0,1,0,0,1,1
"29Q1-PWR","Margaret Barley","Female","1380–after 1399",20,"+1380","53.6261","-1.7482","Almondbury, Yorkshire, England","+1399","53.6599","-1.6327","Thornhill, Yorkshire, England",1,0,1,1,2,1,2,3
"29TT-QSS","Janet William Borthwick of Borthwick","Female","9 November 1388–14 June 1464",75,"+1388-11-09","55.81667","-3","Borthwick, , Midlothian, Scotland","+1464-06-14","55.8989","-2.8513","Upper Town of Saltoun, , Haddingtonshire, Scotland",7,0,7,19,2,3,2,15
"29W7-747","Isabel Strangways","Female","about 1413–after 20 February 1449",36,"+1413","54.45","-0.61667","South House, Sneaton, Yorkshire, England","+1449-02-20","53.5","-2.65","Bryn, Lancashire, England",0,0,0,2,2,2,1,2
"29WD-GDD","Richard De Hassal","Male","about 1283–1345",62,"+1283","53","-2.5","Hankelow, Cheshire, England","+1345","52.4379","-1.6496","England",0,0,0,2,2,0,1,2
"29WD-GFS","Ellena de Bechton","Female","about 1299–",NA,"+1299","53.95878","-1.08248","Yorkshire, England",NA,NA,NA,NA,0,0,0,2,2,0,1,2
"29WT-8BQ","unknown","Female","about 1337–",NA,"+1337","54.8973","-1.5183","Washington, Durham, England",NA,NA,NA,NA,1,0,1,0,0,0,1,1
"29WT-8PQ","Margery Badlesmere","Female","3 December 1304–18 October 1363",58,"+1304-12-03","51.25376","0.89348","Badlesmere, Kent, England","+1363-10-18","54.24674","-1.05576","Helmsley, Yorkshire, England",2,1,2,11,2,4,2,5
"29WW-33D","William de Lindsay","Male","1352–1 July 1414",62,"+1352","55.9538","-2.7846","Haddington, East Lothian, , Scotland","+1414-07-01","55.9969","-3.4727","Abercorn, Linlithgowshire, Scotland",3,0,3,12,2,5,1,8
"29WW-7SV","Thomas de Mordaunt","Male","about 1320–1382",62,"+1320","51.2997","0.1346","Chevening, Kent, England","+1382","51.0586","0.8383","Warehorne, Kent, England",1,0,0,0,2,0,1,1
"29WW-KG4","Catherine","Female","about 1354–Deceased",NA,"+1354","52.67827","0.97259","Norfolk, England",NA,NA,NA,NA,0,0,0,2,0,0,1,1
"29WW-KG8","Sir Thomas Bacon","Male","about 1333–Deceased",NA,"+1333","52.88333","1.16667","Baconsthorpe, Norfolk, England",NA,NA,NA,NA,0,0,0,2,2,2,1,2
"29WW-N2F","Isabel Oke","Female","about 1387–",NA,"+1387","52.3621","-1.2203","Hillmorton, Warwickshire, England",NA,NA,NA,NA,0,0,0,2,2,0,2,2
"29WW-ZNC","Philippa Hamme","Female","1375–1427",52,"+1375","52.1639","0.557","Wickhambrook, Suffolk, England","+1427","52.1392","0.6802","Hartest, Suffolk, England, United Kingdom",2,1,1,2,2,0,1,4
"29Y9-CR1","Sir Richard Talbot","Male","1361–7 September 1396",35,"+1361","51.91107","-2.51064","Eccleswall, Herefordshire, England","+1396-09-07","51.51","-0.12","London, Middlesex, England",4,0,3,8,2,2,1,8
"29YR-MR6","Elizabeth de Salmesbury","Female","about 1256–",NA,"+1256","53.7643","-2.6074","Samlesbury, Lancashire, England",NA,NA,NA,NA,3,1,2,7,2,2,1,6
"29YY-1LK","Isabel Constable","Female","about 1285–1346",61,"+1285","54.1188","-0.11532","Flamborough, Yorkshire East Riding, England, United Kingdom","+1346","54.13333","-0.8","Malton, North Yorkshire, England",1,0,1,1,0,0,1,2
"2B2Y-DKS","Thomas de Legh of Booths Hall","Male","about 1345–20 July 1404",59,"+1345","53.02386","-2.66038","Booths Hall, Norbury, Cheshire, England","+1404-07-20","51.3609","-0.0315","Addington, Surrey, England, United Kingdom",0,0,0,1,2,2,2,4
"2BLS-VSF","John le Graas","Male","about 1320–",NA,"+1320","50.55","-3.61667","Tengrace, Devon, England",NA,NA,NA,NA,0,0,1,0,0,0,1,1
"2C19-1CZ","John Folcard I","Male","about 1360–August 1413",53,"+1360","52.69165","1.3461","Crostwick, Norfolk, England","+1413-08","52.63333","1.3","Norwich, Norfolkshire, England",0,0,0,0,2,0,2,6
"2C19-676","Lady Matilda de Mauduit of Warrminster","Female","6 November 1354–1404",50,"+1354-11-06","51.20858","-2.17976","Warminster, Wiltshire, England","+1404","52.4177","-0.5687","Lowick, Northamptonshire, England",1,0,1,2,2,0,1,7
"2C19-B8Z","Beatrice De Sparham","Female","about 1380–",NA,"+1380","52.73118","1.06537","Sparham, Norfolk, England",NA,NA,NA,NA,0,0,0,0,1,1,1,1
"2C19-BDL","Alice Of Crostwick","Female","about 1365–",NA,"+1365","52.69165","1.3461","Crostwick, Norfolk, England",NA,NA,NA,NA,0,0,0,0,0,0,1,5
"2CMM-V16","Stephen de Thorpe IV","Male","1260–about 1310",50,"+1260","53.752","-0.2691","Marfleet, Holderness, Yorkshire, England","+1310","52.4379","-1.6496","England",2,0,2,0,2,0,2,7
"2CYQ-335","Richard de Appleyard","Male","1280–1365",85,"+1280","52.67827","0.97259","Norfolk, England","+1365","52.67827","0.97259","Norfolk, England",0,0,0,2,2,1,1,2
"2H2N-TJW","Katherine de Everingham","Female","1367–1 February 1427",60,"+1367","53.18894","-0.91377","Laxton, Nottinghamshire, England","+1427-02-01","52.8867","-0.4091","Folkingham, Lincolnshire, England",2,0,3,8,2,1,2,14
"2H4N-6QY","William Apulderfeld","Male","about 1272–AFT 1327",56,"+1272","52.4379","-1.6496","England","+1327",NA,NA,NA,0,0,0,0,0,0,2,1
"2JQS-C8L","Henry Trevalard","Male","Abt 1302–",NA,"+1302","50.2088","-5.4914","Godrevy, Saint Ives, Cornwall, England, United Kingdom",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"2JQS-H1C","Mrs. Elizabeth Budockshide","Female","Abt 1300–",NA,"+1300","50.2088","-5.4914","Godrevy, Saint Ives, Cornwall, England, United Kingdom",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"2JQS-H59","Thomas Budockshide","Male","Abt 1298–",NA,"+1298","50.2088","-5.4914","Godrevy, Saint Ives, Cornwall, England, United Kingdom",NA,NA,NA,NA,0,0,0,0,2,0,1,1
"2M3Y-YYW","Joan Farway","Female","Abt 1405–1423",18,"+1405",NA,NA,"Penhallam Manor, Jacobstow, Cornwall district, Cornwall, England, United Kingdom","+1423",NA,NA,"Cothelstone Manor, Cothelstone, Somerset West and Taunton district, Somerset, England, United Kingdom",0,0,0,5,2,2,1,1
"2M5M-W12","Margaret Howard","Female","1376–25 March 1433",57,"+1376","52.69248","0.35113","Wiggenhall St Germans, Norfolk, England","+1433-03-25","52.6293","1.2917","Norwich, Norfolk, England",0,0,0,7,2,4,2,3
"2M9Z-TB4","John de Worleston","Male","ABT 1285–AFT 1306",22,"+1285","53.1","-2.51667","of Worleston, Cheshire, England","+1306",NA,NA,NA,0,0,0,1,2,1,1,4
"2MBY-TCW","Robert Plumpton IV","Male","about 1340–about 1407",67,"+1340","53.35","-1.51666","Plumpton, Yorkshire, England","+1407","53.95878","-1.08248","Yorkshire, England",3,0,3,2,2,3,1,3
"2MG2-B9F","Katherina Elisabeth von Braunschweig-Lüneburg","Female","1367–3 April 1423",56,"+1367","52.15987","10.53843","Wolfenbüttel, Wolfenbüttel, Wolfenbüttel, Braunschweig, Germany","+1423-04-03","52.155","10.6625","Wolfenbüttel, Braunschweig, Germany",1,0,2,7,2,10,2,8
"2MG5-WP1","Thomas Highman I","Male","1338–24 May 1404",66,"+1338","52.2601","0.5606","Higham, Suffolk, England","+1404-05-24","52.2601","0.5606","Higham, Suffolk, England",0,0,0,0,2,0,1,3
"2MGJ-ZD7","Cormac MacCarthy Mor King of Desmond","Male","1271–1359",88,"+1271","52.2242","-9.4225","Desmond, Kerry, Munster, Ireland","+1359","52.2242","-9.4225","Desmond, Kerry, Munster, Ireland",0,0,0,2,2,1,1,8
"2MGJ-ZK4","Donal Oge MacCarthy Mor","Male","1239–1307",68,"+1239","51.9","-8.46666","Desmond, Kerry, Munster, Ireland","+1307","51.9","-8.46666","Desmond, Kerry, Munster, Ireland",1,1,0,0,2,1,1,2
"2MGL-4N2","Mary Cantilupe","Female","1235–6 August 1285",50,"+1235","52.6325","-1.69","Tamworth Castle, Tamworth, Staffordshire, England","+1285-08-06","52.4379","-1.6496","England",0,0,0,4,2,10,2,2
"2MKK-YZC","Alainore de Saint Amand","Female","1372–24 December 1389",17,"+1372","51.39235","-2.04346","Wiltshire, England","+1389-12-24",NA,NA,NA,0,0,0,0,2,1,1,2
"2MKZ-J3H","Maude Geslingham","Female","1344–1383",39,"+1344","51.8502","-0.2366","Codicote, Hertfordshire, England","+1383","51.85175","-0.23119","Codicote, Hertfordshire, England",0,0,0,0,2,1,1,10
"2MMX-WF3","William Noell","Male","Abt 1255–Deceased",NA,"+1255","52.77951","-1.91711","Newbold, Staffordshire, England",NA,NA,NA,NA,0,0,0,3,2,0,2,3
"2MQ8-41J","Jane de Colombières","Female","1268–",NA,"+1268","51.1536","-3.1535","Nether Stowey, Somerset, England",NA,"51.0799","-3.1679","Cothelstone, Somerset, England",2,1,1,3,2,0,1,3
"2MQ8-HMK","Geoffrey De Stawell","Male","1320–13 December 1361",41,"+1320","51.11974","-2.9","Somerset, England","+1361-12-13","51.1416","-2.91","Stawell, Somerset, England",1,0,1,5,2,2,1,8
"2MR5-96S","Gronwy ""Fychan"" Ap Gronwy","Male","1334–19 September 1367",33,"+1334","51.81326","-2.71414","Monmouthshire, Wales","+1367-09-19","53.2274","-4.1293","Bangor, Caernarfonshire, Wales",2,0,2,11,2,0,2,18
"2MRP-VGY","Baroness Philippa Lovell","Female","about 1381–15 May 1465",84,"+1381","52.35","-0.85","Northamptonshire, England","+1465-05-15",NA,NA,NA,5,0,3,11,2,3,2,9
"2MT3-YWM","Thomas le Maisterson","Male","1309–after 1422",114,"+1309","53.0676","-2.5235","Nantwich, Cheshire, England","+1422",NA,NA,NA,0,0,0,0,2,6,1,2
"2N17-N1J","Agnes de Bresworth","Female","1357–1421",64,"+1357","52.2751","1.0653","Suffolk, England","+1421","52.08333","1.16666","Stoke by Ipswich, Suffolk, England",0,0,0,0,2,1,1,3
"2QBJ-4W3","Margery Swane","Female","1382–1479",97,"+1382","53.19","-2.466","Stanthorne, Chesire, England","+1479","53.19","-2.466","Stanthorne, Chesire, England",0,0,0,1,2,0,1,1
"2QBT-27B","Stephen Perrot","Male","1360–1428",68,"+1360","51.86109","-4.92292","Pembrokeshire, Wales","+1428","52.33022","-3.76641","Wales",1,0,1,1,2,1,1,3
"2SF4-1F3","Sir Peter de la Pole","Male","about 1377–4 August 1432",55,"+1377","53.11051","-1.62048","Wakebridge, Derbyshire, England","+1432-08-04","52.9253","-1.577","Radbourne, Derbyshire, England",1,0,1,1,2,2,1,3
"2SF4-1J6","Elizabeth de Laughton","Female","about 1377–4 August 1432",55,"+1377","52.9253","-1.577","Radbourne, Derbyshire, England","+1432-08-04","51.78333","-0.38333","Redbourn, Hertfordshire, England",0,0,0,1,2,2,1,3
"2SFN-TCK","Sir John de la Pole II","Male","about 1344–",NA,"+1344","52.8253","-1.805","Newborough, Staffordshire, England",NA,"52.81667","-1.8","Newborough, Staffordshire, England",1,0,1,3,2,0,2,3
"2SFZ-BFC","Cecilia de Wakebridge","Female","about 1345–after 1408",64,"+1345",NA,NA,"Wakebridge, Derbyshire, England","+1408",NA,NA,NA,0,0,0,2,2,8,1,3
"2T1R-F7K","Eustacia de Wadscotte","Female","about 1337–1391",54,"+1337","50.6595","-3.8489","Chagford, Devon, England","+1391","50.6738","-3.8398","Chagford, Devon, England",2,0,0,1,2,0,1,1
"2TBC-9NP","Simon Blyant","Male","about 1353–1408",55,"+1353","52.2975","1.0802","Thornham Magna, Suffolk, England","+1408","52.08333","1.16666","Stoke by Ipswich, Suffolk, England",0,0,0,0,0,0,1,3
"2V4Q-SYX","Robert Beaufitz","Male","1 January 1375–25 November 1427",52,"+1375-01-01","50.7225","-3.5328","Exeter, Devon, England","+1427-11-25","51.3852","0.5482","Gillingham, Kent, England",2,0,3,10,2,0,1,2
"2W9K-RZC","William Burton","Male","Abt 1327–Abt 1382",55,"+1327","52.8544","-1.6893","Tutbury, Staffordshire, England","+1382","52.8544","-1.6893","Tutbury, Staffordshire, England",0,0,0,0,2,0,1,5
"2WC9-6DH","Roger De Boys","Male","about 1376–22 February 1421",45,"+1376","53.1057","-0.1756","Coningsby, Lincolnshire, England, United Kingdom","+1421-02-22","49.9167","2.5","Somme Picardie France",0,0,0,0,2,3,1,6
"2WC9-THX","Dafydd ap Gronwy of Burton","Male","about 1268–",NA,"+1268","53.11701","-2.9718","Burton, Denbighshire, Wales",NA,"53.111","-2.961","Burton, Denbigh, Wales",1,0,1,0,2,7,1,8
"2WHV-XWQ","Elizabeth de Mountford","Female","1356–after 1440",85,"+1356","52.45","0.55","Hockwold cum Wilton, Norfolk, England","+1440","52.52002","1.06342","Besthorpe, Norfolk, England",0,0,0,3,2,0,1,8
"2WQD-879","Robert Scobhill","Male","Abt 1382–",NA,"+1382",NA,NA,"Blagdon, Pitminster, Somerset, England",NA,NA,NA,NA,0,0,0,0,2,1,2,3
"2X97-1JP","John William Tregarthen","Male","1350–1444",94,"+1350","50.69852","-3.15237","Branscombe, Devon, England","+1444",NA,NA,NA,0,0,0,1,2,0,1,1
"2X97-YDK","Jane ferch Hywel Or Howell x","Female","about 1270–",NA,"+1270","53.29127","-4.37203","Anglesey, Wales",NA,NA,NA,NA,0,0,0,1,0,0,1,5
"2XB2-9HP","Sir Payne Tibetot","Male","1353–1413",60,"+1353","52.21369","0.12631","Cambridgeshire, England","+1413","52.21369","0.12631","Cambridgeshire, England",0,0,0,13,2,0,2,3
"2XKJ-XDR","Sir John De Ireby sheriff","Male","1355–1401",46,"+1355","54.72366","-3.19577","High Ireby, Cumberland, England","+1401","52.4379","-1.6496","England",0,0,0,1,2,1,2,5
"2YGB-28B","John Rolfe","Male","about 1330–",NA,"+1330","50.9512","0.7326","Rye, Sussex, England",NA,"51.3305","0.0563","Downe, Kent, England",0,0,0,0,0,0,1,1
"2YGB-VXT","Margaret Rolfe","Female","1353–1425",72,"+1353","50.981","-0.3385","Sussex, England","+1425","50.9512","0.7326","Rye, Sussex, England",1,0,0,1,1,0,2,4
"2Z3C-RNT","Maud Agnes Burchid","Female","about 1352–",NA,"+1352","51.9916","1.0007","Holton St Mary, Suffolk, England, United Kingdom",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"2Z3J-8TB","James Lowell","Male","1345–Abt 1400",55,"+1345","52.468","-1.8069","Yardly, Worcestershire, England, United Kingdom","+1400","52.468","-1.8069","Yardley, Worcestershire, England, United Kingdom",0,0,0,0,2,0,1,2
"2Z98-1Z2","Maud Rockley","Female","about 16 October 1286–before 7 March 1355",68,"+1286-10-16","53","-8","Ireland",NA,NA,NA,NA,1,1,0,0,2,1,1,1
"2Z98-FBR","Sir Robert Grey","Male","1345–1367",22,"+1345","54.46667","-1.78333","Ravensworth, Yorkshire, England","+1367","54.46667","-1.78333","Ravensworth, Yorkshire, England",3,0,3,7,2,4,1,1
"2ZS3-9VQ","Grace Barentyne","Female","Abt 1393–after 1439",47,"+1393","51.0376","-0.2074","Slaugham, Sussex, England, United Kingdom","+1439",NA,NA,NA,0,0,0,1,2,2,1,6
"2ZSS-6FQ","Edmund de Rigby","Male","1305–",NA,"+1305","53.6084","-2.70165","Wrightington, Lancashire, England",NA,NA,NA,NA,4,3,1,1,2,0,1,2
"472F-N4N","Mrs. Robert De La Pomeray or Pomeroy","Female","Abt 1327–Deceased",NA,"+1327",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1
"4DR4-RQ7","Cecily Chartney","Female","1288–",NA,"+1288","55.33405","-1.98349","Northumberland, England",NA,NA,NA,NA,0,0,0,0,1,0,1,3
"4GQ9-996","Mrs. Mettta von Negendank","Female","–",NA,NA,"53.86475","11.33019","Gressow, Grevesmühlen, Mecklenburg-Schwerin, Germany",NA,NA,NA,NA,0,0,0,1,0,0,1,1
"4GQ9-9S9","Mrs. Ludolf von Negendank","Female","–",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1
"4HNP-G4X","Madam Gedding","Female","before 1320–Deceased",NA,NA,"52.4379","-1.6496","England, United Kingdom",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"4JTN-4H8","N N","Female","–",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,4
"4R3T-WNN","Mrs Walter Stewart","Female","about 1355–",NA,"+1355","56.81674","-4.18396","Scotland",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"4TQV-9CS","Mary de Bohun","Female","1368–4 July 1394",26,"+1368","51.85229","0.61466","Essex, England","+1394-07-04","52.56998","-0.24141","Peterborough Castle, Peterborough, Cambridgeshire, England",6,1,5,8,2,1,1,6
"4XPH-TJ6","Missy Nae Wybaston","Female","1397–",NA,"+1397","52.6788","-2.1748","of,Brewood,Staffs,England",NA,NA,NA,NA,1,0,1,1,0,0,1,1
"4YG9-88N","Isabel Wake","Female","1321–1359",38,"+1321","51.0478","-3.0135","Durston, Somerset, England","+1359",NA,NA,NA,0,0,0,9,2,2,2,4
"4YGC-VTY","Isabelle Larington","Female","Abt 1370–1439",69,"+1370","56.4","-3.4333","Perth, Perthshire, Scotland","+1439","56.4","-3.53333","Ruthven Castle, Perthshire, Scotland",1,0,1,1,0,0,1,4
"931Y-J2R","Margaret de Weyland","Female","about 1297–1417",120,"+1297","52.083","1.172","of Westerfield, Suffolk, England","+1417","52.1124","1.2462","Grundisburg, Suffolk, England",1,0,1,0,0,0,1,3
"9331-4KP","Dafydd "" Wr"" ap Jenkin","Male","ABT    1330–",NA,"+1330","51.4736","-3.3653","of,Aberafan,Glamorganshire,Wales",NA,NA,NA,NA,0,0,0,0,2,1,1,1
"9331-4RM","Jane Dony","Female","–",NA,NA,"52.33022","-3.76641","Wales",NA,NA,NA,NA,0,0,0,0,2,0,2,23
